,origin,bar_name,cocoa_%,ingredients,review,rating
300,Venezuela,"Ocumare, Puerto Cabello",75.0,"3- B,S,C","sandy, creamy, berry",3.75
301,Venezuela,"Maracaibo, El Rosario",75.0,"3- B,S,C","creamy, fatty, floral",4.0
302,Madagascar,Madagascar,75.0,"3- B,S,C","mellow, tart, coffee",3.75
303,Blend,One Hundred,100.0,"3- B,S,C","acidic, bitter, dry",1.5
304,Sri Lanka,Ceylan,75.0,"3- B,S,C","vegetal, dominant tobacco",3.0
305,Venezuela,Chuao,75.0,"3- B,S,C","creamy, coconut, tang",4.0
306,Ecuador,Equateur,75.0,"3- B,S,C","dry, floral, bitter",2.5
307,Venezuela,"Porcelana, Venezuela",75.0,"3- B,S,C","creamy, strawberry, nutty",4.0
308,Ivory Coast,Ivory Coast,75.0,"3- B,S,C","oily, intense cocoa, sl. Burnt",3.0
309,Peru,"Porcelana, Apotequil",75.0,"3- B,S,C","flat, bread, earthy",2.75
310,Mexico,"Porcelana, Tabasco, Marfil de Blanco",75.0,"3- B,S,C","mild bitter, nut, possible mold",3.0
311,Mexico,"Xoconusco, cacao Real",75.0,"3- B,S,C","fatty, roasty, earthy",3.0
312,Cuba,Cuba,75.0,"3- B,S,C","fatty, raisin, grape",3.5
313,Peru,"Cusco, Cacao Cusco",75.0,"3- B,S,C","roasty, woody, mint",3.5
314,Peru,Piura Blanco,75.0,"3- B,S,C","creamy, cocoa, smokey",3.5
315,Brazil,Libanio,75.0,"3- B,S,C","chunky, very grassy, mild mint",3.75
316,Haiti,Haiti,75.0,"3- B,S,C","grassy, black pepper",4.0
317,Madagascar,"Madagascar, 100% criollo",75.0,"3- B,S,C","fatty, spicy, gentle roast",4.0
318,Brazil,Juliana,75.0,"3- B,S,C","oily,fatty, rich, nutty",3.5
319,Jamaica,Jamaique,75.0,"3- B,S,C","oily, creamy, woody",3.25
320,Brazil,Maragnam,75.0,"3- B,S,C","oily, roasted nuts, rich cocoa",3.5
321,Gabon,Gabon,75.0,"3- B,S,C","fatty, roasty, black pepper",3.25
322,Brazil,Kaori,75.0,"3- B,S,C","creamy, homey, nutty",4.0
323,Dominican Republic,"Los Colorados, Santo Domingo, Equateur",75.0,"3- B,S,C","roasty, tobacco, earthy",3.25
324,Blend,"Surfin, Venez,Africa,Brasil,Peru,Mex",65.0,"3- B,S,C","complex, brownie,mint, spice",3.75
325,Mexico,Selva Maya,75.0,"3- B,S,C","heavy roast, fatty, gateway",3.5
326,Peru,Madre de Dios,75.0,"3- B,S,C","oily, subtle, mild coffee",4.0
327,Blend,"El Rosario, Xoconuzco, Cusco, Sambirano",75.0,"3- B,S,C","creamy, rich, complex",4.0
328,Nicaragua,"El Castillero, Indio Maiz",75.0,"3- B,S,C","bold, woody, nut, roasty, creamy",3.75
329,Ecuador,"El Oro, Hacienda de Oro",77.0,"2- B,S","sticky, lavendar, molasses",3.25
330,Ecuador,"El Oro, Hacienda de Oro",100.0,"3- B,S,C","cardboard, very bitter, floral",1.5
331,Belize,Maya Mountain,70.0,"3- B,S,C","sandy, vanilla, candy-like",2.75
332,Dominican Republic,Conacado,70.0,"3- B,S,C","gritty, sweet, mild coffee",2.75
333,Bolivia,"Wild Bolivia, Sucre",70.0,"3- B,S,C","nuts, fruit",4.0
334,Peru,Ucayali,70.0,"3- B,S,C","sweet, rich mocha, acidic",3.75
335,Ecuador,Esmeraldas,75.0,"3- B,S,C","balanced, floral, honey",3.5
336,Tanzania,Kokoa Kamili,62.0,"3- B,S,C","very sweet, melon, caramel",3.0
337,Dominican Republic,Cooproagro,72.0,"5- B,S,C,V,L","oily, vanilla, caramel, dairy",3.0
338,Ecuador,"Camino Verde, Guayas",70.0,"5- B,S,C,V,L","intense, alocohol, floral",3.25
339,Ghana,"Ghana, batch 021813",75.0,"5- B,S,C,V,L","fatty, brownie, nutty",3.5
340,Venezuela,"Chuao, Mantuano blend, batch 23613",85.0,"5- B,S,C,V,L","intense, cooked banana",3.5
341,Belize,Maya Mountain,70.0,"3- B,S,C","intense, cocoa, complex",3.75
342,Venezuela,Chuao,70.0,"3- B,S,C","intense, raisins, roasty",4.0
343,Dominican Republic,"Conacado, batch 001515",68.0,"3- B,S,C","complex, brownie, lime, rich",3.75
344,Venezuela,"Guasare, Zulia Prov.",70.0,"3- B,S,C","nutty, slight hammy, rich",3.5
345,Nicaragua,"O'payo, Waslala",70.0,"3- B,S,C","simple, rich cocoa",3.75
346,Dominican Republic,Elvesia P.,70.0,"3- B,S,C","earthy, cherries",3.25
347,Ecuador,Manabi,75.0,"3- B,S,C","sandy, floral, honey",3.75
348,Dominican Republic,Elvesia P.,60.0,"3- B,S,C","roasty, sweet, brownie",3.0
349,Dominican Republic,Elvesia P.,80.0,"3- B,S,C","bitter, dark berry, fatty",3.25
350,Guatemala,"Alta Verapaz, 2014, batch 69",70.0,"2- B,S","tart, tea, leather, sour",3.5
351,Madagascar,Ambolikapiky P.,80.0,"3- B,S,C","bitter, tart, acidic",2.75
352,Belize,Maya Mountain,80.0,"3- B,S,C","mild smoke, raisins, coffee",3.25
353,Madagascar,Ambolikapkly P.,60.0,"3- B,S,C","citrus, sweet, cocoa",3.25
354,Jamaica,Jamaica,70.0,"4- B,S,C,V","chalky, sandy, tart, bland",3.0
355,Madagascar,Somia Plantation,72.0,"3- B,S,C","sweet, mild molasses, bland",3.0
356,Dominican Republic,Marabel Farms,70.0,"3- B,S,C","spicy, black pepper, banana",3.5
357,Ecuador,"Camino Verde, Balao, Guayas",72.0,"3- B,S,C","floral, banana",3.5
358,Trinidad,Gran Couva,68.0,"3- B,S,C","fatty, sweet, metallic",2.75
359,Ecuador,Ecuador,70.0,"2- B,S","powdery, floral, molasses",3.25
360,Dominican Republic,Dominican Republic,68.0,"3- B,S,C","gritty, sweet, brownie",2.75
361,Bolivia,"Alto Beni, No.2, Batch 17, 2016",70.0,"3- B,S,C","dirt, earthy, floral",2.5
362,Guatemala,"Lanquin, No.3, Batch 21, 2016",70.0,"3- B,S,C",roasty and under refined,3.0
363,Trinidad,"Trinidad, batch 05050114",72.0,"3- B,S,C","high roast, coffee, spicy",3.25
364,Ecuador,"Mindo, batch 01040914",72.0,"3- B,S,C","floral, mild citrus, orange",3.5
365,Belize,Belize,72.0,"3- B,S,C","roasty, fruit, mild metallic",3.25
366,Blend,Blend,72.0,"3- B,S,C","coffee, high roast, spicy",3.25
367,Ecuador,"Ecuador, Bob Bar",60.0,"3- B,S,C","sweet, sour dairy",2.5
368,Ecuador,Ecuador,70.0,"2- B,S","smokey, sour",3.0
369,Taiwan,Pingtung,70.0,"2- B,S*","molasses, sour notes",3.25
370,Philippines,Davao,70.0,"2- B,S*",base cocoa w/ palm notes,3.5
371,Guatemala,Asochivite,70.0,"4- B,S,C,L","vegetal, unique",3.5
372,Bolivia,Beniano,70.0,"4- B,S,C,L",subtle but refreshing,3.75
373,Guatemala,"Monte Grande, lot 001180312",70.0,"4- B,S,C,L","off pungent, grassy, melon",3.0
374,Puerto Rico,Puerto Rico,70.0,"2- B,S","dirt, floral, sweet",2.5
375,Dominican Republic,"Dominican Republic, ""Love Bar""",75.0,"2- B,S","oily, buttery, intense",2.5
376,Dominican Republic,Dominican Republic w/ nibs,75.0,"2- B,S","creamy, burnt wood",2.75
377,Venezuela,Patanemo,75.0,"2- B,S","over roasted, bitter, nutty",2.25
378,Peru,Tumbes,75.0,"2- B,S","roasty, almost burnt, intense",2.5
379,Venezuela,Venezuela,72.0,"5- B,S,C,V,L","sandy, dairy, cocoa",2.0
380,Mexico,Mexico,66.0,"5- B,S,C,V,L","creamy, woody, cocoa",3.0
381,Tanzania,Tanzania,75.0,"5- B,S,C,V,L","dry, flat flavor, astringent",2.0
382,Dominican Republic,Santo Domingo,70.0,"5- B,S,C,V,L","spice, fruit medley, roasty",3.0
383,Haiti,Grand 'Anse,65.0,"5- B,S,C,V,L","gritty, sweet, citrus",3.5
384,Colombia,"H. Betulia, Antioquia, B8",72.0,"2- B,S","light color, dirty, musty",2.5
385,Colombia,"H. Betulia, Antioquia, B6",72.0,"2- B,S","light color, creamy, hazelnut",3.75
386,Colombia,"H. Betulia, Antioquia, B9",72.0,"2- B,S","light color, dirty, astringent",3.0
387,Venezuela,"Agua Fria; Sucre region, H. La Trinidad",75.0,"2- B,S","intense, earthy, fuel",2.5
388,Venezuela,"Macuare; Miranda; Chloe formula, H. La Trinidad",74.0,"2- B,S","nutty, intense, leathery",3.25
389,Venezuela,"Chuao, Aragua region, H. La Trinidad",75.0,"2- B,S","bright fruit, strawberry",3.5
390,Venezuela,"Chuao, Aragua region, H. La Trinidad",70.0,"2- B,S","fruity, nutty, brownie",3.75
391,Venezuela,Hacienda la Trinidad,74.0,"2- B,S","intense, black licorice, nutty",3.25
392,Venezuela,Chuao,77.0,"2- B,S","assertive, fruity, acidic",3.5
393,Venezuela,Rio Caribe,75.0,"2- B,S","spicy, nutty, ends sour",3.25
394,Venezuela,Carupano Pintao,75.0,"2- B,S","sandy, chalky, earthy",2.75
395,Venezuela,"Barlovento, Familia Rojas",75.0,"2- B,S","high astringent, sandy, grass",2.5
396,Venezuela,Canoabo,70.0,"2- B,S","raspberry, dirty, sour",3.0
397,Venezuela,Chuao,70.0,"2- B,S","poor texture, earthy",3.0
398,Colombia,Sierra Nevada,64.0,"4- B,S,C,L","intense, marshmallow, fruit",3.5
399,Colombia,Tumaco,70.0,"4- B,S,C,L","earthy, woody, smoke",3.5
400,Colombia,"Boyaca, Aprocampa Coop, Pauna",69.0,"4- B,S,C,L","green, vegetal, soil, fuel",2.75
401,Colombia,Arauca,70.0,"4- B,S,C,L","intense, spice",3.25
402,Colombia,Arhuacos,72.0,"3- B,S,C","rich, nutty, acidic",3.75
403,Colombia,Macondo,71.0,"3- B,S,C","distinct, short, dried fruit",3.75
404,Colombia,Perla Negra,74.0,"3- B,S,C","mild cocoa, astringent",3.75
405,Honduras,"Jutiapa, lot 050916D",70.0,"4- B,S,C,L","deep cocoa, fatty, dairy",3.5
406,Dominican Republic,"Dominican Republicm, rustic",72.0,"2- B,S","rustic, sweet, one dimensional",3.0
407,Dominican Republic,Dominican Republic,66.0,"2- B,S","creamy,blueberry,black pepper",3.75
408,Dominican Republic,"Dominican Republic, rustic",65.0,"2- B,S","rustic, gritty, sweet, fruit",3.25
409,Dominican Republic,"Criollo, Dominican Republic",72.0,"2- B,S","oily, cherry, rich cocoa",3.75
410,Mexico,"Porcelana, Tabasco, La Joya",70.0,"4- B,S,C,L",distinct lemon,4.0
411,Mexico,"Xoconusco, Chiapas, cacao Real",70.0,"4- B,S,C,L","creamy, nutty, banana, rich",4.0
412,Madagascar,Madagascar,71.0,"4- B,S,C,L","creamy, earthy, dark roast",3.5
413,Ecuador,Ecuador,71.0,"4- B,S,C,L","creamy, mild spice, hazelnut",3.75
414,Papua New Guinea,Papua,71.0,"4- B,S,C,L","creamy, mild spice, cocoa",4.0
415,Grenada,Grenada,71.0,"4- B,S,C,L","silky, ""Andes"" mint, off nutty",3.25
416,Venezuela,Venezuela,71.0,"4- B,S,C,L","gritty, fudge-like, nutty",3.5
417,Venezuela,Venezuela,77.0,"4- B,S,C,L","intense, roasty, rich cocoa",3.5
418,Congo,"Mahali, Kasai",70.0,"4- B,S,C,L","rich, cherries, acidic",3.5
419,Dominican Republic,"Zorzal Reserve, Hispaniola, batch 239",72.0,"4- B,S,C,V","cocoa butter dominates, cocoa",2.75
420,Peru,Ucayali,72.0,"4- B,S,C,V","intense,sweet,vanilla dominate",2.75
421,Ecuador,Costa Esmeraldas,72.0,"4- B,S,C,V","cocoa base, sweet, earthy",3.0
422,Madagascar,Madagascar,70.0,"2- B,S","sour milk, off, late tart",3.0
423,Peru,Peru,70.0,"2- B,S","dried fruit, sour, nutella",3.25
424,Vietnam,Vietnam,70.0,"2- B,S","balanced, dairy, spicy",3.5
425,Ghana,Ghana,70.0,"3- B,S,C","high astringent, earthy",3.0
426,Dominican Republic,Dominican Republic,70.0,"3- B,S,C","creamy, complex, astingent",3.25
427,Ecuador,Ecuador,70.0,"3- B,S,C","floral, rum",3.5
428,Peru,Chuncho-Cuzco,70.0,"2- B,S","herbal, cocoa tea",3.5
429,Peru,Piura Select,70.0,"2- B,S",chocolate and grapes,4.0
430,Peru,"Lakuna, Amazonas, silvestre",70.0,"2- B,S","complex, floral, spicy, fruit",3.5
431,Peru,Cuzco,80.0,"2- B,S","smooth, slow, mild grape",3.5
432,Ecuador,Amazonia,63.0,"4- B,S,C,L","sandy, sweet, bold citrus",3.5
433,Ecuador,Esmeraldas,71.0,"4- B,S,C,L","dry, spicy, fruity",3.5
434,Ecuador,Bolivar,82.0,"4- B,S,C,L","cloying, fatty, bitter",2.5
435,Ecuador,Pichincha,91.0,"4- B,S,C,L","klingy, hint of fruit, very bitter",1.5
436,Ecuador,Baking,70.0,"3- B,S,C","bitter, cocoa",1.0
437,Grenada,Grenade,60.0,"3- B,S,C","sweet, metallic, vanilla",2.75
438,Sao Tome,Sao Tome,78.0,"2- B,S",burnt up front,2.25
439,Trinidad,Trinidad,70.0,"2- B,S","burnt coffee, fatty",2.5
440,Venezuela,Venezuela,80.0,"2- B,S","nutty, ashey, coffee",3.0
441,Ecuador,Ecuador,100.0,1- B,"fatty, controlled bitter, fruit",3.5
442,Cuba,Cuba,75.0,"2- B,S","intense, ashey, earthen",2.5
443,Dominican Republic,Dominican Republic,72.0,"2- B,S","intense, fatty, brownie",3.0
444,Blend,"Lago di Como, Blu",70.0,"2- B,S","oily surface, berry, cream",3.5
445,Venezuela,Porcelana,75.0,"3- B,S,C","nutty, burnt, fuel",2.5
446,Tanzania,Tanzania,73.0,"3- B,S,C","sweet, acidic, fatty",2.75
447,Venezuela,"Porcelana, Batch 5163",70.0,"3- B,S,C",strong nutty with off notes,3.0
448,Bolivia,Bolivia,75.0,"3- B,S,C","sandy, bold, cherry",3.0
449,Brazil,Brazil,70.0,"3- B,S,C","dairy, chocolate, mild fruit",3.25
450,Colombia,Arauca,70.0,"4- B,S,C,L","spice, oats, nutty, fatty",3.25
451,Colombia,Tumaco,70.0,"4- B,S,C,L","spice, honey, fatty",3.25
452,Colombia,Choco,70.0,"4- B,S,C,L","single note of cocoa, fatty",3.5
453,Colombia,Meta,70.0,"4- B,S,C,L","cocoa base, fruit, creamy",3.75
454,Ecuador,Esmeraldas,77.0,"4- B,S,C,L","grainy, intense, bitter",2.0
455,Ecuador,Manabi,77.0,"4- B,S,C,L","perfume, chemical off note",2.5
456,Ecuador,Los Rios,77.0,"4- B,S,C,L","crumbly, cinamon",2.75
457,Ecuador,Manabi,55.0,"4- B,S,C,L","sweet, floral, yogurt",3.0
458,Ecuador,Los Rios,55.0,"4- B,S,C,L","sticky, sweet, grassy",3.25
459,Ecuador,Esmeraldas,55.0,"4- B,S,C,L","sandy, sweet, spicy",3.5
460,Papua New Guinea,"Saidor Estate, Madang P.",70.0,"3- B,S,C","mild smoke, melon",3.5
461,Papua New Guinea,Kulili Estate,70.0,"3- B,S,C","tart, malt, mild smoke",3.75
462,Nicaragua,"La Colonia, batch 5",70.0,"3- B,S,C","burnt blueberry, off",3.0
463,Tanzania,"Kokoa Kamili, batch 9",70.0,"3- B,S,C","unusually tart, nutty",3.25
464,Peru,"Ucayali, batch 12",70.0,"3- B,S,C","intense, cooked black licorice",3.25
465,Mexico,"Soconusco, batch 2",70.0,"3- B,S,C","strong tobacco, grassy",3.25
466,Costa Rica,Costa Rica,72.0,"2- B,S","fatty, woody, coffee",3.0
467,Costa Rica,Costa Rica,80.0,"2- B,S","fatty, fruit, muted",2.75
468,Guatemala,"Antigua, Special Reserve",72.0,"3- B,S,C","woody, spicy, tobacco",3.5
469,Costa Rica,"Talamanca, Raul-Kekoldo community",72.0,"2- B,S","floral, earthy, acidic",3.25
470,Costa Rica,Anselmo Paraiso Estate,72.0,"2- B,S","acidic, astringent, spicy",3.5
471,Colombia,Arauca,65.0,"3- B,S,C","sweet, marshmallow",3.0
472,Colombia,Tumaco,65.0,"3- B,S,C","nutty, grain, late choco",3.25
473,Colombia,Cordoba,65.0,"3- B,S,C","mild smoke, sweet edge",3.25
474,Colombia,Huila,65.0,"3- B,S,C","overly sweet, mild spice",3.5
475,Colombia,"Cesar, CCN51",65.0,"3- B,S,C","sweet, grassy, nutty",3.5
476,Blend,"Ecuador, Vietnam",75.0,"2- B,S","off notes, vanilla",2.0
477,Brazil,"Fazenda Camboa, Bahia, 2018",71.0,"2- B,S","sandy, intense, sweet, rich",3.0
478,Brazil,"Amazon Forest, 2018",65.0,"2- B,S","molasses, rich, vegetal",3.25
479,Bolivia,"Bolivia, batch 166",70.0,"3- B,S,C","sandy, tobacco, molasses",3.0
480,Dominican Republic,"Conacado, batch 161",73.0,"2- B,S","sandy, mild intensity, fruit",3.5
481,Peru,"San Martin, batch 155",70.0,"3- B,S,C","sandy, fruity, acidic, metallic",2.5
482,Venezuela,"Guaniamo, Amazonas, batch 159",70.0,"3- B,S,C","sandy, nutty, cocoa",3.25
483,Nicaragua,"Nicaragua, batch 164",72.0,"3- B,S,C","sandy, molasses, spice",3.25
484,Peru,"Tumbes, batch 176",70.0,"3- B,S,C","molasses, cocoa",2.75
485,Venezuela,"Guaniamo, batch 173",72.0,"3- B,S,C",mild metallic and spice,3.0
486,Colombia,"Sierra Nevada, batch 1",72.0,"3- B,S,C","caramel, molasses, fruit",3.5
487,Colombia,"Arauca, batch 280",76.0,"3- B,S,C","caramel, sweet, delicate",3.5
488,Dominican Republic,Elvesia P.,70.0,"3- B,S,C","soapy, earthy",2.75
489,Honduras,"the lost city, gracias a dias, batch 362",72.0,"3- B,S,C","roasty, black pepper, nutty",3.5
490,Dominican Republic,"Duarte, Batch 360",70.0,"3- B,S,C","med roast, grassy, dried fruit",3.75
491,Venezuela,"Piaroa, Amazonas, Batch 350",72.0,"3- B,S,C","nutty, floral, roasty",3.5
492,Belize,"Maya Mtn, Batch 454, Heirloom",72.0,"3- B,S,C","bright fruit, molasses, nutty",4.0
493,Venezuela,"Patanemo, batch 539",70.0,"2- B,S","nutty, roasty, caramel",3.25
494,Mexico,"Xoconusco, criollo, batch 834",70.0,"3- B,S,C","smooth, caramel, dried fruit",3.75
495,Puerto Rico,Puerto Rico,70.0,"3- B,S,C","smooth, mellow, floral",3.5
496,Peru,"Valle de Los Rios, batch 990",70.0,"3- B,S,C","complex, strawberry, floral",4.0
497,Venezuela,"Chuao, batch 1089",72.0,"3- B,S,C","mild strawberry, cocoa, acidic",4.0
498,Cuba,"Baracoa, Guantanamo Province, (72% Beans)",72.0,"3- B,S,C","bitter, fatty, woodsy",3.0
499,Madagascar,"Ambanja, 2018 harvest (74% Beans)",74.0,"3- B,S,C","tart, bitter, astringent",2.75
500,Trinidad,"Gran Couva, 2018 harvest (75% Beans)",75.0,"3- B,S,C","grassy, fatty, bittersweet",2.5
501,Ecuador,Ecuador,70.0,"3- B,S,C","burnt rubber, leather",2.5
502,Peru,Peru,70.0,"3- B,S,C","mild fruit, off notes",2.75
503,Venezuela,Venezuela,70.0,"3- B,S,C","nutty, roasty, smokey",2.75
504,Bolivia,Bolivia,70.0,"3- B,S,C","creamy, woody, slight cherry",3.0
505,Ecuador,Equateur,72.0,"3- B,S,C","sticky, mild mint, bitter",2.75
506,Uganda,Uganda,70.0,"3- B,S,C","sandy, roasty, coffee",2.75
507,Madagascar,"Ambanja, Sambirano Valley",70.0,"3- B,S,C","cherry, sour milk, brownie",3.0
508,Belize,Maya Mountain,70.0,"3- B,S,C","vanilla, sour, bubblegum",3.0
509,Peru,"Maranon, nano-lot #709, bar# 371",72.0,"3- B,S,C","dominate grape, plastic off note",3.25
510,Bolivia,"Beni, Cru Sauvage",74.0,"2- B,S","dark roast, rich cocoa",3.0
511,Venezuela,"San Esteban (Chloe, Maria, Patrice)",68.0,"3- B,S,C","butter, roasty, cocoa, nutty",3.5
512,Belize,Maya Mtn,70.0,"3- B,S,C","slightly metallic, woody, berry",3.25
513,Ecuador,Los Rios,75.0,"3- B,S,C","dry, sandy, cocoa",3.0
514,Ecuador,Arriba,55.0,"3- B,S,C","very sweet, very spicey",2.75
515,Costa Rica,la Amistad,70.0,"3- B,S,C","green, leafy",3.5
516,Peru,Ucayali River,72.0,"3- B,S,C","spicy, chocolatey, atypical",3.0
517,Ecuador,Costa Esmeraldas,72.0,"3- B,S,C","sl. chalky, floral, pure",3.5
518,Colombia,Tumaco Narino,83.0,"3- B,S,C","early fruit, earthy, alcohol",3.25
519,Dominican Republic,"Dominican Republic, ""Provincetown Dark""",69.0,"3- B,S,C","dried fruit, banana, sweet, vanilla",3.25
520,Blend,Blend No. 1,70.0,"3- B,S,C","cocoa, subtle peanut butter",3.5
521,Ecuador,Ecuador,70.0,"3- B,S,C","floral, earthy",3.25
522,Belize,Maya Mountain w/ nibs,75.0,"2- B,S","bland, mild choco & leather",3.0
523,Belize,Maya Mountain,82.0,"2- B,S","powdery, bland, mild choco",3.25
524,Vietnam,"Mekong Delta, early 2014 Harvest",70.0,"2- B,S","roasty, sour milk, off note",2.75
525,Malaysia,"Tawau, Oct. 2015 Harvest",70.0,"2- B,S","high roast, banana raspberry",3.5
526,Nicaragua,La Dalia,72.0,"3- B,S,C","grassy, rubbery",2.5
527,Dominican Republic,Zorzal,71.0,"3- B,S,C","chunky, spicy, rubbery",3.25
528,Peru,"Peru, batch C7",65.0,"2- B,S","flat, metallic, floral",2.5
529,Peru,"Peru + nibs, batch C6",65.0,"2- B,S","flat, floral, medicinal",2.75
530,Dominican Republic,"Dominican Republic, batch 5",80.0,"2- B,S","spicy, earthy off notes",2.5
531,Madagascar,"Ottange Farm, Mava P., Ramena River, Sambirano",74.0,"2- B,S","sugar dominates, molasses",3.0
532,Madagascar,Madagascar,70.0,"2- B,S","mild, fruity then nutty",3.75
533,Venezuela,Venezuela,68.0,"2- B,S","mild, earthy, grassy",3.75
534,Peru,"Tumbes, ""Zarumilla""",90.0,"2- B,S*","sticky, bitter, molasses, tart",2.5
535,Blend,"Philly Blend, 5 plantations",80.0,"2- B,S*","sticky, coconut, sour, bitter",2.5
536,Bolivia,Wild Bolivian,70.0,"2- B,S","gritty, molasses, earthy",2.5
537,Uganda,Uganda,70.0,"2- B,S","roasty, cocoa, molasses",2.75
538,Dominican Republic,Dominican Republic,60.0,"2- B,S","gritty, sweet, molasses",3.0
539,Dominican Republic,Dominican Republic,75.0,"2- B,S","sandy, rich, roasty, earthy",3.0
540,Venezuela,Ocumare,80.0,"2- B,S","gritty, nutty, caramel",3.0
541,Ecuador,Ecuador,70.0,"2- B,S","molasses, tart, floral",3.25
542,Nicaragua,Nicaragua,80.0,"2- B,S","nutty, roasty, bitter",2.75
543,Peru,Peru,74.0,"3- B,S*,C","unrefined, odd, vegetal",2.75
544,Dominican Republic,Tres Hombres,75.0,"3- B,S,C","earthy, coffee, mild, tang",3.25
545,Congo,"Congo, Gorilla bar",68.0,"3- B,S,C","bold, rich cocoa, coffee",3.5
546,Peru,"Peru, Awagum bar",80.0,"3- B,S,C","nuts, coffee, peanut butter",3.75
547,Ecuador,Ecuador,82.0,"3- B,S,C","sandy, fruity, burnt",2.5
548,Peru,Peru,68.0,"3- B,S,C","sandy, sweet, cocoa",2.75
549,Madagascar,Madagascar,72.0,"3- B,S,C","tart, bright fruit, sour coffee",3.25
550,Peru,Peru,70.0,"2- B,S","intense orange, floral notes",3.75
551,Peru,Maranon,69.0,"3- B,S,C","floral, orange, cocoa",3.75
552,Venezuela,Carenero Superior,80.0,"2- B,S","mild bitter, fruit, spice",3.75
553,Venezuela,Chuao,70.0,"3- B,S,C","nutty, mild dried fruit, sandy, off",2.75
554,Dominican Republic,Zorzal,72.0,"3- B,S,C","spicy, banana",3.25
555,India,"Idukki Hills, GoGround, batch 0089",70.0,"3- B,S,C","nutty, honey, grassy",3.0
556,Mexico,Xoconusco,70.0,"4- B,S,C,V","fatty, vanilla, mass market",2.5
557,India,"Anamalai, Tamil Nadu",63.0,"3- B,S,C","sandy, tart, ham, sweet",2.5
558,Guatemala,"Monte Grande Plantation, Coatepeque",76.0,"2- B,S","high astringent, fruit, roasty",2.75
559,Peru,Ucayali,70.0,"2- B,S","sandy, sweet",2.75
560,Venezuela,Patanemo,77.0,"3- B,S,C","coarse, vegetal, nibby",3.0
561,Mexico,"Chiapas, Lacandon Jungle, Oaxacom Mtn",65.0,"3- B,S,C","rustic,sweet, brownie, banana",3.25
562,Mexico,"Chiapas, Lacandon Jungle, Oaxacom Mtn",75.0,"3- B,S,C","grainy, sweet, whole bean",3.25
563,Guatemala,"Chivite, Cahabon River",70.0,"2- B,S","melon, mild spice, cocoa",3.25
564,Belize,"Maya Mountain, Toledo",70.0,"2- B,S",full flavor w/ dominant roast,3.5
565,Dominican Republic,Duarte,73.0,"2- B,S","hazelnut, bold, strong roast",3.25
566,Ecuador,"Bolivar, Guaranda",71.0,"4- B,S,C,L","earthy, floral, mild bitter",2.5
567,Grenada,Guyave,71.0,"4- B,S,C,L","sweet, cardboard",2.5
568,Blend,Maragda,70.0,"4- B,S,C,L","sweet, marshmallow",3.0
569,Venezuela,Ocumare,71.0,"4- B,S,C,L","long lasting, cocoa base",3.5
570,Blend,Kendari,60.0,"4- B,S,C,L","chewy, fudge-like, perfume",3.25
571,Blend,Tarakan,75.0,"4- B,S,C,L","oily, grassy, minty",3.25
572,Mexico,Xoconusco,71.0,"4- B,S,C,L","earthy, sweet",3.25
573,Madagascar,Sambirano,71.0,"4- B,S,C,L","spicey, cocoa",3.5
574,Mexico,Tabasco,65.0,"2- B,S","coarse, sweet, sour, leathery",2.5
575,Mexico,Tabasco,75.0,"2- B,S","gritty, mild bitter, off notes",2.5
576,Venezuela,Ocumare,80.0,"4- B,S,C,V","dry, ashey, medicinal",2.5
577,Mexico,"Porcelana, Tabasco",70.0,"4- B,S,C,V","fatty, cigarette butt, coffee",2.75
578,Brazil,Brazilian,70.0,"4- B,S,C,V","oily, muted, fruity",3.0
579,Brazil,Brazilian,80.0,"4- B,S,C,V","roasty, tart, slight burnt",3.0
580,Venezuela,Ocumare,70.0,"4- B,S,C,V","slow, fatty, subdued, nutty",3.0
581,Venezuela,"Chuao w/ nibs, 2017-2018 harvest, Batch 9",75.0,"2- B,S","mild lemon, cocoa, crisp nibs",3.75
582,Madagascar,"Bejofo, 2019 H., Batch 20",67.0,"2- B,S","cherry, perfectly balanced roast",4.0
583,Guatemala,"Verapaz, 2017 harvest, Batch 14",70.0,"2- B,S","rich, raisiny, molasses",3.5
584,Belize,"Maya Mountain, 2017 harvest, Batch 11",70.0,"2- B,S","fruity, honey, cocoa, roasty",3.75
585,Tanzania,"Kokoa Kamili, harvest 2018",75.0,"2- B,S","roasty, cocoa, sandy, coffee AT",3.5
586,Bolivia,"Wild Tranquilidad, harvest 2018, batch 9",75.0,"2- B,S","hint of lemon, classic brownie",3.75
587,Martinique,Guadeloupe,42.0,"4- B,S,V,L","gritty, sweet, hot cocoa",2.75
588,Peru,"Ucayali, batch 1",70.0,"2- B,S","sweet, sandy, spicy",2.75
