,REF,bar_name,company,cocoa_%,ingredients,rating
1359,1892,"Belize, 2014 Harvest, Batch 9",La Chocolaterie Nanairo,70.0,"3- B,S,C",3.0
1360,1892,"Tumbes, 2013 Harvest, Batch 8",La Chocolaterie Nanairo,70.0,"3- B,S,C",3.0
1361,2138,Oko Caribe,La Chorena,70.0,"2- B,S",3.0
1362,2138,Maranon,La Chorena,75.0,"2- B,S",3.0
1363,2138,"Maya Mtn, Toledo",La Chorena,70.0,"4- B,S,C,L",3.25
1364,2138,"Lachua, Cacao Verapaz",La Chorena,70.0,"2- B,S",3.25
1365,2254,"Maya Mtn, 2017 harvest",La Feverie (Hasnaa),70.0,"2- B,S",3.5
1366,2254,"Asochivite, 2017 harvest",La Feverie (Hasnaa),70.0,"2- B,S",3.5
1367,2358,"Piura Blanco, 2018 harvest",La Feverie (Hasnaa),72.0,"2- B,S",3.5
1368,230,"Cuana, 2008, Ven., Indonesia, Ecuad.",La Maison du Chocolat (Valrhona),74.0,"4- B,S,C,L",3.5
1369,346,Akosombo,La Maison du Chocolat (Valrhona),68.0,"4- B,S,C,L",3.25
1370,346,"Porcelana, Pariguan",La Maison du Chocolat (Valrhona),69.0,"4- B,S,C,L",3.5
1371,439,Kuruba,La Maison du Chocolat (Valrhona),60.0,"4- B,S,C,L",3.0
1372,445,Orinoco,La Maison du Chocolat (Valrhona),60.0,"4- B,S,C,L",3.75
1373,741,Grenada,La Maison du Chocolat (Valrhona),68.0,"4- B,S,C,L",3.5
1374,891,Loma Sotavento,La Maison du Chocolat (Valrhona),66.0,"4- B,S,C,L",3.5
1375,1121,"Cuana, 2013, Africa, Carribean, C. Am.",La Maison du Chocolat (Valrhona),74.0,"4- B,S,C,L",2.75
1376,1145,Tobago,La Maison du Chocolat (Valrhona),60.0,"4- B,S,C,L",3.25
1377,1189,"Acarigua, w/ nibs",La Maison du Chocolat (Valrhona),56.0,"4- B,S,C,L",3.25
1378,721,Peruvian Amazon,La Oroquidea,72.0,"3- B,S,C",2.5
1379,713,Vinces,La Pepa de Oro,60.0,"3- B,S,C",3.25
1380,2182,"Almendra Blanca, Blanco Marfil, Jimenez Garcia",La Rifa,70.0,"2- B,S",3.5
1381,2186,"Xoconusco, Chiapas, Coop CASFA",La Rifa,70.0,"2- B,S",3.0
1382,2186,"Uranga, Chiapas, Jimenez Garcia farm",La Rifa,70.0,"2- B,S",3.5
1383,1434,Cuba,Laia aka Chat-Noir,70.0,"4- B,S,C,L",2.75
1384,1438,Trinidad-Tobago,Laia aka Chat-Noir,68.0,"4- B,S,C,L",2.75
1385,1590,"Madagascar, Batch 59/100",Laia aka Chat-Noir,75.0,"4- B,S,C,L",2.75
1386,1590,"Vietnam, Batch 50/100",Laia aka Chat-Noir,75.0,"4- B,S,C,L",2.75
1387,1590,"Cuba, Batch 59/100",Laia aka Chat-Noir,75.0,"4- B,S,C,L",3.0
1388,1590,"Peru, Batch 51/100",Laia aka Chat-Noir,75.0,"4- B,S,C,L",3.25
1389,1594,"Ivory Coast, Batch 56/100",Laia aka Chat-Noir,75.0,"4- B,S,C,L",3.0
1390,1638,"Sao Tome, Batch 151",Laia aka Chat-Noir,75.0,"4- B,S,C,L",3.5
1391,1642,"Bahia, Batch 148",Laia aka Chat-Noir,75.0,"4- B,S,C,L",3.25
1392,1642,"Lam Dong, Batch 153",Laia aka Chat-Noir,75.0,"4- B,S,C,L",3.75
1393,927,Catongo,Lajedo do Ouro,70.0,"3- B,S,C",3.5
1394,327,Tanzania,Lake Champlain (Callebaut),75.0,"3- B,S,C",2.5
1395,833,Carenero Superior,L'Amourette,75.0,"5- B,S,C,V,L",3.0
1396,833,Rio Caribe,L'Amourette,75.0,"5- B,S,C,V,L",3.0
1397,853,"Peru, Ecuador, Venezuela",L'Amourette,72.0,"5- B,S,C,V,L",3.0
1398,1784,Rugoso,L'Amourette,80.0,"2- B,S",3.5
1399,2048,Nueva Guinea,Land,71.0,"3- B,S,C",3.0
1400,2048,San Pedro Sula,Land,70.0,"3- B,S,C",3.25
1401,2048,"Nicaliso, Bocay",Land,73.0,"3- B,S,C",3.5
1402,1972,"Tranquilidad, Itinez Province",Landmark (Amano),74.0,"3- B,S,C",3.75
1403,2262,Upala,Legast,70.0,"3- B,S,C",3.25
1404,2266,"Chucuri, finca los lagos el Carmen",Legast,70.0,"3- B,S,C",2.75
1405,2266,Piura,Legast,70.0,"3- B,S,C",3.5
1406,1371,Maranura,Letterpress,70.0,"2- B,S",3.5
1407,1562,Beniamo,Letterpress,70.0,"2- B,S",3.25
1408,1562,"San Juan Estate, Gran Couva",Letterpress,70.0,"2- B,S",3.5
1409,1566,San Andres,Letterpress,70.0,"2- B,S",3.0
1410,1566,"La Red, Guaconejo",Letterpress,70.0,"2- B,S",3.25
1411,1566,Kokoa Kamili,Letterpress,70.0,"2- B,S",3.5
1412,1728,Liberia,Letterpress,70.0,"2- B,S",3.25
1413,1952,"Maya Mtn, Batch 18, Heirloom",Letterpress,70.0,"2- B,S",3.25
1414,1952,"La Masica, Batch 7, FHIA",Letterpress,70.0,"2- B,S",3.5
1415,1984,Ucayali,Letterpress,70.0,"3- B,S,C",4.0
1416,2122,Ashanti,Letterpress,70.0,"3- B,S,C",3.75
1417,2338,"Bachelor's Hall, batch 0001",Letterpress,70.0,"3- B,S,C",3.25
1418,2442,"Tranquilidad, beniano",Letterpress,70.0,"3- B,S,C",3.25
1419,2562,"Satocao, limited ed., batch 2",Letterpress,70.0,"3- B,S,C",3.5
1420,2562,"Maui Kuia E., Hawaii, 2018-2019 h., batch 1",Letterpress,70.0,"3- B,S,C",3.75
1421,1231,Sambirano,Levy,71.0,"3- B,S,C",3.5
1422,1856,Madagascar,Lilla,70.0,"2- B,S",3.0
1423,855,Perfect Illusion,Lillie Belle,65.0,"2- B,S",3.5
1424,903,"Bolivia, Wild Thing",Lillie Belle,68.0,"2- B,S",3.5
1425,903,La Selva,Lillie Belle,68.0,"2- B,S",3.75
1426,947,"Purple Haze, Venezuela, Dom. Rep.",Lillie Belle,75.0,"2- B,S",2.75
1427,947,"The Other One, Grand Cru",Lillie Belle,74.0,"2- B,S",3.0
1428,947,Wild Thing,Lillie Belle,68.0,"2- B,S",3.5
1429,157,Excellence (US Version),Lindt & Sprungli,85.0,"4- B,S,C,V",3.0
1430,2538,"Gola Rainforest, batch 920",Lirio,72.0,"2- B,S",2.5
1431,2538,"Anamalai, batch 970",Lirio,72.0,"2- B,S",3.0
1432,2538,"Tien Giang, batch 970",Lirio,72.0,"2- B,S",3.0
1433,1049,Puerto Rico,Loiza,65.0,"5- B,S,C,V,L",2.5
1434,1093,"O'ahu Island, Opaeula Estate, Nene, CG Exclusive",Lonohana,71.0,"4- B,S,C,V",3.0
1435,1097,"O'ahu Island, Opaeula Estate, Ele'ele",Lonohana,72.0,"4- B,S,C,V",3.0
1436,1097,"Hawai'i Island, Hawaiian Crown, Kona Vanilla",Lonohana,70.0,"4- B,S,C,V",3.5
1437,1383,"O'ahu Island, Haleiwa, Lonohana E., Kanahiku",Lonohana,70.0,"2- B,S",3.75
1438,1395,"O'ahu Island, Haleiwa E, 2014",Lonohana,65.0,"4- B,S,C,V",3.25
1439,1395,"O'ahu Island, Haleiwa E, 2014",Lonohana,75.0,"4- B,S,C,V",3.75
1440,2586,Maya Mountain,Loon,75.0,"3- B,S,C",3.0
1441,2590,Alto Beni,Loon,70.0,"3- B,S,C",2.75
1442,1502,Nicaragua,Love Bar,75.0,"2- B,S",2.0
1443,2194,Medalla,Love Brown,75.0,"2- B,S",2.5
1444,2194,Sumatra,Love Brown,70.0,"2- B,S",3.0
1445,2198,O'Payo,Love Brown,80.0,"2- B,S",3.25
1446,2198,Chuno,Love Brown,78.0,"2- B,S",3.5
1447,1976,"Rio Purus, 2016 Harvest",Luisa Abram,81.0,"2- B,S",3.25
1448,2238,"Rio Acara, Wild Amazon",Luisa Abram,70.0,"2- B,S",3.0
1449,2692,Wild Jurua (limited edition for Caputo's),Luisa Abram,70.0,"3- B,S,C",3.25
1450,2518,Karkar Island,Luisa's Vegan,72.0,"3- B,S,C",3.25
1451,552,"Selva, Colombia, Ecuador",Luker,46.0,"5- B,S,C,V,L",2.75
1452,552,"Macondo, Colombia, Ecuador",Luker,60.0,"5- B,S,C,V,L",3.0
1453,552,"Misterio, Colombia, Ecuador",Luker,58.0,"5- B,S,C,V,L",3.0
1454,552,Santander,Luker,65.0,"5- B,S,C,V,L",3.5
1455,2502,"Bejofo E., Sambirano, batch 115",Lumineux,73.0,"3- B,S,C",3.25
1456,2502,"Kilombero Valley, batch 74",Lumineux,75.0,"3- B,S,C",3.25
1457,2506,"Kerala State, GoGround, batch 88",Lumineux,72.0,"3- B,S,C",3.0
1458,2506,"Semuliki Forest, Latitude Trading Co, batch 100",Lumineux,68.0,"3- B,S,C",3.25
1459,2506,"Cote d'Ivoire, batch 83",Lumineux,67.0,"3- B,S,C",3.5
1460,552,Peru,Machu Picchu Trading Co.,55.0,"3- B,S,C",2.25
1461,721,Peru,Machu Picchu Trading Co.,70.0,"3- B,S,C",1.5
1462,2426,Uganda,MaDe Atlantic City Chocolate Bar,75.0,"3- B,S,C",2.5
1463,2430,Ghana,MaDe Atlantic City Chocolate Bar,75.0,"3- B,S,C",2.75
1464,284,Madagascar,Madecasse (Cinagra),67.0,"5- B,S,C,V,L",3.5
1465,284,Madagascar,Madecasse (Cinagra),70.0,"5- B,S,C,V,L",3.75
1466,284,Madagascar,Madecasse (Cinagra),63.0,"5- B,S,C,V,L",4.0
1467,288,Madagascar,Madecasse (Cinagra),75.0,"5- B,S,C,V,L",3.5
1468,2664,Tumaco,Madhu,70.0,"2- B,S",2.5
1469,607,"Chiapas, Triple Cacao",Madre,72.0,"4- B,S,C,V",2.75
1470,672,Dominican,Madre,70.0,"4- B,S,C,V",2.5
1471,693,Upala,Madre,70.0,"4- B,S,C,V",2.75
1472,991,"Hawai'i Island, Hamakua Coast, Kokoleka",Madre,70.0,"4- B,S,C,V",3.25
1473,995,"Criollo, Hawaii",Madre,70.0,"4- B,S,C,V",3.25
1474,995,Kaua'i Island,Madre,70.0,"4- B,S,C,V",3.5
1475,1085,Puerto Rico,Madre,70.0,"4- B,S,C,V",2.75
1476,1085,Brazil,Madre,70.0,"4- B,S,C,V",3.5
1477,1089,"Hawai'i Island, Choobua, Kona",Madre,70.0,"4- B,S,C,V",2.75
1478,1089,"Xocunusco, Chiapas, Pichucalco",Madre,70.0,"4- B,S,C,V",2.75
1479,1940,Guadalcanal,Madre,73.0,"2- B,S",3.5
1480,300,Africa,Maglio,75.0,"4- B,S,C,V",2.0
1481,308,Ecuador,Maglio,70.0,"4- B,S,V,L",3.0
1482,308,Cuba,Maglio,70.0,"5- B,S,C,V,L",3.25
1483,308,Santo Domingo,Maglio,70.0,"5- B,S,C,V,L",3.75
1484,531,Ecuador,Majani,70.0,"4- B,S,C,L",2.0
1485,184,Sambirano 2006,Malagasy (Chocolaterie Robert),75.0,"4- B,S,C,L",2.75
1486,184,Mora Mora 2006,Malagasy (Chocolaterie Robert),73.0,"4- B,S,C,L",3.5
1487,1121,"Davao, Mt. Talamo foothills",Malagos,65.0,"5- B,S,C,V,L",3.5
1488,2226,Chantaburi,Malai,70.0,"3- B,S*,C",2.75
1489,311,"O'ahu Island, N. Shore, Waialua Estate",Malie Kai (Guittard),55.0,"5- B,S,C,V,L",2.75
1490,502,"O'ahu Island, N. Shore, Waialua Estate w/ nibs",Malie Kai (Guittard),55.0,"5- B,S,C,V,L",3.5
1491,1856,Chuao,Malmo,70.0,"3- B,S,C",3.0
1492,821,Conacado,Mana,74.0,"3- B,S,C",3.75
1493,1219,Peru,Mana,74.0,"3- B,S,C",2.5
1494,1219,Venezuela,Mana,74.0,"3- B,S,C",2.75
1495,1446,"Ecuador, batch 1212",Mana,74.0,"2- B,S",2.5
1496,1331,Colombia,Manifesto Cacao,70.0,"4- B,S,C,L",2.75
1497,1003,"Liberia, batch 174",Manoa,72.0,"3- B,S,C",3.25
1498,1007,"Hawai'i Island, Hamakua, Hawaiian Crown, b. 176",Manoa,72.0,"3- B,S,C",2.75
1499,1007,"Piura, batch 173",Manoa,72.0,"3- B,S,C",3.0
1500,1007,"O'ahu Island, Winward,Maunawili district, b. 151",Manoa,72.0,"3- B,S,C",3.25
1501,1089,"O'ahu Island, Waiahole, b. 182",Manoa,72.0,"3- B,S,C",3.75
1502,1522,Markham Valley,Manoa,72.0,"3- B,S,C",3.5
1503,1522,Coto Brus,Manoa,72.0,"3- B,S,C",3.75
1504,2032,Ucayali,Manoa,70.0,"3- B,S,C",3.25
1505,2442,"Hawai'i Island, Hilo and Kona regions",Manoa,70.0,"3- B,S,C",3.5
1506,871,Grand Cru Dominican Republic,Manufaktura Czekolady,70.0,"2- B,S",3.25
1507,871,Grand Cru Ghana,Manufaktura Czekolady,70.0,"2- B,S",3.5
1508,875,Grand Cru Ecuador,Manufaktura Czekolady,70.0,"2- B,S",3.25
1509,1255,Porcelana,Manufaktura Czekolady,70.0,"2- B,S",3.75
1510,1279,Kolumbia,Manufaktura Czekolady,85.0,"2- B,S",3.5
1511,1844,Johe,Manufaktura Czekolady,70.0,"3- B,S,C",3.75
1512,1848,Peru,Manufaktura Czekolady,70.0,"3- B,S,C",3.5
1513,1474,"ROIG, 2014",Map Chocolate,70.0,"3- B,S,C",3.5
1514,1474,"Maranon, 2014",Map Chocolate,62.0,"3- B,S,C",3.5
1515,1478,Ecuador,Map Chocolate,70.0,"3- B,S,C",3.5
1516,1606,"San Juan Estate, Cherry Blossoms at Night",Map Chocolate,70.0,"3- B,S,C",2.75
1517,1606,"A case of the Xerces Blues, triple roast",Map Chocolate,70.0,"3- B,S,C",3.5
1518,1606,"Tumbes, Dear Mr. Finley, 2014",Map Chocolate,68.0,"3- B,S,C",3.5
1519,1610,Colombia,Map Chocolate,75.0,"3- B,S,C",2.75
1520,1610,"Kakoa Kamili, Both Man & Bird & Beast",Map Chocolate,72.0,"3- B,S,C",3.0
1521,1634,Le Chocolat Chaud,Map Chocolate,78.0,"3- B,S,C",3.5
1522,1896,"Ben Tre, Surprise Valley",Map Chocolate,75.0,"3- B,S,C",3.25
1523,1956,"Lam Dong, ""Red Poppy""",Map Chocolate,73.0,"2- B,S",3.0
1524,2040,Zorzal Reserve,Map Chocolate,72.0,"3- B,S,C",3.5
1525,2262,Peace of Wild Things,Map Chocolate,72.0,"3- B,S,C",3.0
1526,2262,"Tabasco, ""Late for the Train"", batch 12184",Map Chocolate,72.0,"3- B,S,C",3.25
1527,1884,Cusco,Marana,70.0,"3- B,S,C",2.75
1528,2610,"San Martin, Allima coop",Marana,80.0,"3- B,S,C",3.25
1529,2610,"Piura, Norandino coop, cacao blanco",Marana,70.0,"3- B,S,C",3.5
1530,2598,Tabasco,Maribea,72.0,"3- B,S,C",2.75
1531,2598,"Alto Beni, Walikewa",Maribea,72.0,"3- B,S,C",2.75
1532,2598,"Bahia, Catongo",Maribea,72.0,"3- B,S,C",3.25
1533,1808,Cacao Nib Crunch,Marigold's Finest,75.0,"2- B,S",3.25
1534,2158,"Pisa, batch 58",Markham & Fitz,75.0,"2- B,S",2.75
1535,845,Ba Ria,Marou,76.0,"3- B,S,C",3.5
1536,845,Dong Nai,Marou,72.0,"3- B,S,C",3.5
1537,845,"Tien Giang, Gao Co-op",Marou,70.0,"3- B,S,C",3.5
1538,849,Ben Tre,Marou,78.0,"3- B,S,C",3.5
1539,895,Tien Giang,Marou,80.0,"3- B,S,C",3.0
1540,955,Lam Dong,Marou,74.0,"3- B,S,C",3.5
1541,1149,"Tan Phu Dong, Treasure Island",Marou,75.0,"3- B,S,C",3.5
1542,1650,"Tan Phu Dong Island, Heart of Darkness",Marou,85.0,"2- B,S",3.25
1543,1650,Ben Tre,Marou,68.0,"2- B,S",3.5
1544,1650,"Dak Lak, Batch 2451",Marou,70.0,"2- B,S",3.75
1545,2258,"Dak Nong, Tam Farm",Marou,75.0,"3- B,S,C",3.5
1546,537,"Matina 1-6, prototype",Mars,65.0,"3- B,S,C",3.0
1547,544,"Ivory Coast, prototype",Mars,65.0,"3- B,S,C",3.0
1548,544,"Nigeria, prototype",Mars,65.0,"3- B,S,C",3.25
1549,544,"Ghana, prototype",Mars,65.0,"3- B,S,C",3.5
1550,1189,Dominican Republic,Marsatta,74.0,"4- B,S,C,V",2.25
1551,1189,Dominican Republic,Marsatta,89.0,"4- B,S,C,V",2.5
1552,1836,Alto Beni,Martin Mayer,76.0,"3- B,S,C",2.75
1553,1836,Pisa,Martin Mayer,82.0,"3- B,S,C",3.0
1554,1836,Tumaco,Martin Mayer,74.0,"3- B,S,C",3.25
1555,572,Patanemo,Mast Brothers,81.0,"2- B,S",2.75
1556,572,Ocumare de la Costa,Mast Brothers,75.0,"2- B,S",3.0
1557,572,"Dominican Republic, Coop",Mast Brothers,70.0,"2- B,S",3.25
1558,672,Brooklyn Blend,Mast Brothers,72.0,"2- B,S",3.5
1559,701,"Chuao, Med. Roast",Mast Brothers,76.0,"2- B,S",3.0
1560,709,"Chuao, Dark Roast",Mast Brothers,70.0,"2- B,S",3.0
1561,713,"Chuao, Light Roast",Mast Brothers,81.0,"2- B,S",2.75
1562,773,Moho River,Mast Brothers,70.0,"2- B,S",3.5
1563,777,Papua New Guinea,Mast Brothers,71.0,"2- B,S",2.75
1564,777,San Martin,Mast Brothers,75.0,"2- B,S",3.0
1565,777,Conacado,Mast Brothers,73.0,"2- B,S",3.25
1566,777,"La Red de Guanconejo, N. Highlands coop",Mast Brothers,74.0,"2- B,S",3.75
1567,959,"Shake Shack, Peru, Mad., Dom. Rep.",Mast Brothers,73.0,"2- B,S",3.5
1568,999,Madagascar,Mast Brothers,72.0,"2- B,S",2.5
1569,999,Chuao,Mast Brothers,73.0,"2- B,S",2.75
1570,1359,"French Laundry 20th Anniversary, Peru, Belize",Mast Brothers,75.0,"2- B,S",3.75
1571,1450,Guatemala,Mast Brothers,76.0,"2- B,S",3.0
1572,1450,Tanzania,Mast Brothers,74.0,"2- B,S",3.25
1573,1177,"Malekula P., 2013",Matale,72.0,"3- B,S,C",3.5
1574,1177,"Somia, 2013",Matale,68.0,"3- B,S,C",4.0
1575,1177,"Kulili P., 2013",Matale,74.0,"3- B,S,C",4.0
1576,1181,"PNG, Vanuatu, Mad; 2013 h.",Matale,70.0,"3- B,S,C",3.75
1577,2704,"Kuia Estate, Hawaii, lot 083122",Maui Kuia,70.0,"3- B,S,C",3.5
1578,1367,Maya Mountain,Maverick,70.0,"2- B,S",3.25
1579,1367,Elvesia,Maverick,70.0,"2- B,S",3.25
1580,1430,Tumbes,Maverick,82.0,"2- B,S",3.25
1581,1430,"Morropon, Norandiono Coop, Piura",Maverick,63.0,"3- B,S,C",3.5
1582,2482,"Hawai'i Island, Big Island, Mauna Kea",Maverick,70.0,"3- B,S,C",3.0
1583,2482,"Akesson P., Sambirano",Maverick,65.0,"3- B,S,C",3.25
1584,2486,"Dak Nong, Marou Cacao",Maverick,75.0,"3- B,S,C",3.0
1585,1728,Hispaniola,Mayacama,72.0,"2- B,S",3.0
1586,2474,"Cahabon E., ""Adioesmac""",McGuire,70.0,"3- B,S,C",2.5
1587,2478,"Maya Mountain, Toledo",McGuire,70.0,"3- B,S,C",3.25
1588,1287,Bolivia,Meadowlands,70.0,"2- B,S",2.5
1589,1287,Venezuela,Meadowlands,70.0,"2- B,S",2.75
1590,1287,Belize,Meadowlands,70.0,"2- B,S",3.0
1591,1291,"Nicaragua, w/ inbs",Meadowlands,70.0,"2- B,S",3.0
1592,1291,Dominican Republic,Meadowlands,70.0,"2- B,S",3.5
1593,2362,"Camino Verde, Duran Region",Mellow,85.0,"2- B,S*",2.5
1594,2362,"Oko Caribe, El Cibao, 2018 Harvest",Mellow,70.0,"2- B,S*",2.75
1595,2362,"Kablon Farms, Mindanao Island, 2018 harvest",Mellow,70.0,"2- B,S*",3.25
1596,2362,"Kokoa Kamili, 2018 harvest, Mbingu Village",Mellow,70.0,"2- B,S*",3.25
1597,837,Madagascar,Menakao (aka Cinagra),80.0,"4- B,S,C,L",2.5
1598,841,Madagascar,Menakao (aka Cinagra),72.0,"4- B,S,C,L",2.5
1599,2732,"Honduras, batch 744",Mesjokke,72.0,"4- B,S,C,L",2.5
1600,1347,Honduras,Mesocacao,80.0,"3- B,S,C",3.25
1601,1347,Honduras,Mesocacao,70.0,"3- B,S,C",3.5
1602,1351,"La Tronca, Matagalpa",Mesocacao,70.0,"3- B,S,C",3.25
1603,1351,"La Tronca, Matagalpa",Mesocacao,80.0,"3- B,S,C",3.5
1604,1494,El Salvador,Mesocacao,80.0,"3- B,S,C",2.75
1605,1494,El Salvador,Mesocacao,70.0,"3- B,S,C",3.0
1606,2250,"Fazenda Bonanca, Bahia",Mestico,75.0,"3- B,S,C",2.5
1607,1267,"Fazenda Sempre Firme P., Bahia, batch 7",Metiisto,70.0,"3- B,S,C",3.0
1608,1267,"Akesson Estate, batch 10",Metiisto,72.0,"3- B,S,C",3.5
1609,2166,"Patovaki, Paspaskato Is",Metiisto,72.0,"3- B,S,C",3.25
1610,2170,Tenaru,Metiisto,67.0,"3- B,S,C",3.75
1611,1688,South America,Metropolitan,70.0,"3- B,S,V",3.5
1612,2210,Piura Blanco,Meybol,70.0,"3- B,S,C",3.5
1613,2716,"Cusco No. 3, Chuncho Collection",Meybol,72.0,"3- B,S,C",3.0
1614,24,Carre Amer,Michel Cluizel,60.0,"4- B,S,C,V",2.0
1615,24,Carre Grand Noir,Michel Cluizel,85.0,"4- B,S,C,V",2.0
1616,24,Tamarina,Michel Cluizel,70.0,"4- B,S,C,V",3.0
1617,24,Los Ancones P.,Michel Cluizel,67.0,"4- B,S,C,V",3.75
1618,24,Mangaro P.,Michel Cluizel,65.0,"4- B,S,C,V",3.75
1619,24,Maralumi P.,Michel Cluizel,64.0,"4- B,S,C,V",3.75
1620,81,Noir Infini,Michel Cluizel,99.0,"4- B,S,C,V",2.0
1621,117,"Carenero Superior, Concepcion",Michel Cluizel,66.0,"4- B,S,C,V",3.5
1622,135,Vila Gracinda,Michel Cluizel,67.0,"4- B,S,C,V",3.5
1623,963,"Chiapas, Mokaya P.",Michel Cluizel,66.0,"4- B,S,C,V",3.75
1624,2020,El Jardin,Michel Cluizel,69.0,"4- B,S,C,V",3.25
1625,2270,Riachuelo Plantation,Michel Cluizel,70.0,"4- B,S,C,V",3.0
1626,2438,La Laguna Plantation,Michel Cluizel,70.0,"4- B,S,C,V",3.5
1627,887,Houseblend,Middlebury,65.0,"4- B,S*,C,Sa",1.5
1628,887,Alto Beni,Middlebury,75.0,"4- B,S*,C,Sa",2.0
1629,887,"Balinese, Java",Middlebury,70.0,"4- B,S*,C,Sa",2.5
1630,1117,La Red,Middlebury,75.0,"3- B,S*,Sa",2.5
1631,1117,Belize,Middlebury,80.0,"4- B,S,C,Sa",3.25
1632,1490,Maya Mountain,Middlebury,80.0,"3- B,S,C",3.5
1633,1490,San Juan Estate,Middlebury,70.0,"3- B,S,C",3.5
1634,1490,Oko Caribe,Middlebury,75.0,"3- B,S,C",3.75
1635,1490,"Patanemo, Epoch, Donaldo",Middlebury,75.0,"3- B,S,C",3.75
1636,1538,Kokoa Kamili,Middlebury,75.0,"3- B,S,C",3.25
1637,1538,"Matagalpa, Cacao Bisiesto",Middlebury,70.0,"3- B,S,C",3.5
1638,2112,"Oko Caribe, hispaniola, 2017 harvest",Mike & Becky,70.0,"3- B,S,C",3.0
1639,2112,Idukki,Mike & Becky,70.0,"3- B,S,C",3.25
1640,2112,"San Jose, Toledo, 2017 harvest",Mike & Becky,70.0,"3- B,S,C",3.5
1641,2114,"Maranon, 2017 harvest",Mike & Becky,70.0,"3- B,S,C",3.25
1642,825,Ecuador,Millcreek Cacao Roasters,70.0,"4- B,S,C,V",3.5
1643,1073,Ecuador,Millcreek Cacao Roasters,70.0,"4- B,S,C,V",2.5
1644,2346,"Los Rios, Arriba, 2017 Harvest",Millesime,70.0,"3- B,S,C",3.0
1645,2346,"Kaithapara Village, Idukki, Kerala, 2017 H.",Millesime,74.0,"3- B,S,C",3.0
1646,2346,"Fazenda Leolinad, Bahia, 2017 H.",Millesime,76.0,"3- B,S,C",3.0
1647,2566,Bocas del Toro,Millesime,75.0,"3- B,S,C",2.75
1648,2570,Kaithapara,Millesime,74.0,"3- B,S,C",3.0
1649,2570,Kilombero Valley,Millesime,90.0,"3- B,S,C",3.0
1650,2210,Ambanja,Milton,70.0,"2- B,S",3.5
1651,2214,Bahia,Milton,70.0,"2- B,S",3.0
1652,2214,Ben Tre,Milton,70.0,"2- B,S",3.25
1653,2214,"Piura Gran Blanco, Sisyu & Kiriyana Phoenix",Milton,70.0,"2- B,S",3.75
1654,607,Ecuador,Mindo,77.0,"3- B,S,C",2.75
1655,2382,"Ecuador, lot# 181220",Mindo,67.0,"3- B,S,C",2.75
1656,1920,"Acul-du-Nord, 2015",Minimal,70.0,"2- B,S",3.5
1657,1960,Papua New Guinea,Mirzam,72.0,"2- B,S",3.0
1658,1960,Madagascar,Mirzam,72.0,"2- B,S",3.25
1659,1960,India,Mirzam,65.0,"3- B,S,C",3.5
1660,1960,Vietnam,Mirzam,65.0,"2- B,S",3.5
1661,2370,Kokoa Kamili,Mirzam,72.0,"3- B,S,C",3.75
1662,2458,Vietnam,Misina,70.0,"3- B,S,C",3.5
1663,1626,"Bahia, Fazenda Venturosa",Mission,70.0,"2- B,S",3.5
1664,1880,"Fazenda Camboa, Bahia",Mission,75.0,"2- B,S",3.75
1665,2354,"Puerto Rico, 2018 harvest",Mission,70.0,"3- B,S,C",3.0
1666,955,Tumaco,Mita,65.0,"3- B,S,C",2.5
1667,607,"Umoho R., Toledo District, San Felipe",Moho,67.0,"3- B,S,C",2.75
1668,1026,"Toledo District, w/ nibs",Moho,73.0,"3- B,S,C",3.25
1669,1030,Toledo District,Moho,72.0,"3- B,S,C",3.0
1670,2170,"Kombone Village, 2018 Harvest",Moka Origins,68.0,"2- B,S",3.0
1671,2198,Brazil,Moka Origins,72.0,"3- B,S,C",2.5
1672,2338,Zorzal Estate,Moka Origins,70.0,"2- B,S",3.5
1673,2350,Gola Rainforest,Moka Origins,72.0,"3- B,S,C",3.0
1674,2450,Kokoa Kamili,Moka Origins,72.0,"2- B,S",3.75
1675,2648,"Bejofo, batch 7",Moku,70.0,"3- B,S,C",2.75
1676,2652,"Zorzal, batch 8",Moku,70.0,"3- B,S,C",3.25
1677,1614,La Red,Molucca,70.0,"2- B,S",3.0
1678,1618,Indonesia,Molucca,70.0,"2- B,S",2.75
1679,1618,Peru,Molucca,70.0,"2- B,S",3.25
1680,661,Matagalpa,Momotombo,70.0,"2- B,S",2.75
1681,661,Mombacho,Momotombo,70.0,"2- B,S",2.75
1682,2142,Nueva Waslala,Momotombo,70.0,"3- B,S,C",3.25
1683,1812,Oko Caribe,Monarque,72.0,"2- B,S",3.5
1684,2680,"Kablon, lot 07 (made for Etat de Choc)",Monarque,76.0,"3- B,S,C",3.5
1685,1391,Papaua New Guinea,Monsieur Truffe,70.0,"3- B,S,C",3.25
1686,2222,Chiapas,Monsoon,70.0,"3- B,S,C",3.25
1687,2542,"Esmeraldas, batch 9",Monsoon,75.0,"2- B,S",3.75
1688,2656,"Ucayali, batch 9",Monsoon,72.0,"3- B,S,C",3.5
1689,1654,Manabi,Montecristi,70.0,"3- B,S,C",3.25
1690,1654,Manabi,Montecristi,63.0,"3- B,S,C",3.5
1691,1658,Manabi,Montecristi,85.0,"3- B,S,C",3.5
1692,2490,"Finca La Rioja E., Cacahoatan, Chiapas",MUCHO,70.0,"3- B,S,C",3.0
1693,1462,Nicaragua,Muchomas (Mesocacao),70.0,"3- B,S,C",3.5
